iter	RMSE
183	0.0004430497822
184	0.0004413647433
185	0.0004392499507
186	0.0004374862613
187	0.0004363820096
188	0.0004337833475
189	0.0004327278144
190	0.0004292878075
191	0.0004279310493
192	0.0004262729427
193	0.0004259600173
194	0.0004240112351
195	0.0004212551438
196	0.0004191996402
197	0.0004180081541
198	0.0004171856153
199	0.0004163341534
200	0.0004138121937
201	0.000412329472
202	0.0004104363777
203	0.0004087645233
204	0.0004079015827
205	0.0004060894529
206	0.0004043448855
207	0.000402705931
208	0.0004014112824
209	0.0004011316385
210	0.0003989588774
211	0.000396739369
212	0.0003951079171
213	0.0003932024579
214	0.0003916562732
215	0.000391391396
216	0.0003908094392
217	0.0003897344131
218	0.0003874567383
219	0.0003860784192
220	0.0003845223813
221	0.0003830376156
222	0.0003817384008
223	0.0003810478908
224	0.000380895018
225	0.0003799105463
226	0.000379461712
227	0.0003775958098
228	0.000377082129
229	0.0003770181246
230	0.0003753012457
231	0.0003741097724
232	0.000372787891
233	0.0003714938502
234	0.0003690390028
235	0.0003684605068
236	0.0003679458722
237	0.0003662494687
238	0.0003652011654
239	0.0003642093074
240	0.0003630704925
241	0.0003620095568
242	0.000361949763
243	0.0003608229757
244	0.0003597762328
245	0.0003590031749
246	0.0003581865767
247	0.0003569519633
248	0.0003554827696
249	0.0003543645928
250	0.000353818575
251	0.0003531348693
252	0.0003521732629
253	0.0003497272211
254	0.0003495595296
255	0.0003484618261
256	0.0003477530031
257	0.0003476052759
258	0.0003470244066
259	0.0003457573371
260	0.0003451717464
261	0.0003437216929
262	0.0003429353055
263	0.0003411504544
264	0.0003401483207
265	0.0003386859985
266	0.000338638284
267	0.0003375885998
268	0.0003369307153
269	0.0003364053224
270	0.00033492145
271	0.0003347878065
272	0.0003342293674
273	0.0003334838662
274	0.0003330448808
275	0.0003322925202
276	0.000330851723
277	0.0003294630447
278	0.0003277264794
279	0.0003269070851
280	0.000325733125
281	0.0003250736418
282	0.0003234410045
283	0.0003227492575
284	0.0003219902671
285	0.000321948107
286	0.0003207661474
287	0.0003196170961
288	0.0003188592215
289	0.0003180564602
290	0.0003175538624
291	0.0003170022187
292	0.000315822403
293	0.0003148463728
294	0.0003140226292
295	0.0003133230898
296	0.0003127013811
297	0.0003125912675
298	0.0003116419651
299	0.0003116067806
300	0.0003110223421
301	0.0003103566063
302	0.0003093377782
303	0.0003088403297
304	0.0003084504776
305	0.000307857386
306	0.0003077649756
307	0.0003069809917
308	0.0003059660998
309	0.000305436209
310	0.0003042928488
311	0.0003037461085
312	0.0003033978317
313	0.0003028498218
314	0.0003014730511
315	0.0003011561048
316	0.0003003218023
317	0.0002994586363
318	0.0002990452607
319	0.0002985919373
320	0.0002975226218
321	0.0002968027885
322	0.0002963979108
323	0.0002958254019
324	0.0002957960668
325	0.0002953416312
326	0.0002949109501
327	0.0002945629582
328	0.000292914833
329	0.0002924369471
330	0.0002921558668
331	0.0002912989936
332	0.000290940211
333	0.0002901274651
334	0.0002891503943
335	0.0002884161727
336	0.0002874832858
337	0.0002869821363
338	0.0002864952423
339	0.0002860202784
340	0.0002854792309
341	0.0002850069584
342	0.0002847674254
343	0.0002833461776
344	0.0002828694192
345	0.0002822527657
346	0.0002818221944
347	0.0002814091938
348	0.0002809988573
349	0.0002809723766
350	0.0002805291025
351	0.0002799258345
352	0.0002794479551
353	0.0002781085654
354	0.0002776523761
355	0.0002766548934
356	0.0002765732451
357	0.0002762768488
358	0.0002754293044
359	0.0002746612731
360	0.0002738346687
361	0.0002727323281
362	0.0002720825587
363	0.0002717457777
364	0.0002715496995
365	0.000271319715
366	0.000270966052
367	0.0002705336325
368	0.0002702614764
369	0.0002697505771
370	0.0002689582303
371	0.0002676711492
372	0.0002663957945
373	0.000265514684
374	0.0002651307795
375	0.0002651078272
376	0.0002645009226
377	0.0002639023929
378	0.0002628821511
379	0.0002622536364
380	0.0002616045437
381	0.0002611555598
382	0.0002603358145
383	0.0002603015632
384	0.0002602181771
385	0.0002596341577
386	0.0002588013411
387	0.0002585354565
388	0.0002580428669
389	0.0002577777742
390	0.000257043828
391	0.0002568847665
392	0.0002563752392
393	0.0002559505113
394	0.0002557267515
395	0.0002549769865
396	0.0002544013704
397	0.0002538414669
398	0.0002534714108
399	0.0002526049915
400	0.0002523908577
401	0.0002521224836
402	0.0002514101233
403	0.0002510596743
404	0.0002509239324
405	0.0002499520394
406	0.00024889456
407	0.0002486009405
408	0.0002483254092
409	0.0002475496809
410	0.0002472940136
411	0.0002469929252
412	0.0002465422807
413	0.0002458008943
414	0.0002454557285
415	0.0002452794328
416	0.0002447076343
417	0.0002440145701
418	0.000243324611
419	0.0002430678989
420	0.0002427252598
421	0.0002425668234
422	0.0002420668919
423	0.0002416413886
424	0.0002414378221
425	0.0002414211029
426	0.0002409407668
427	0.0002406071331
428	0.0002405931816
429	0.0002405153107
430	0.0002400871736
431	0.0002397905294
432	0.0002391828623
433	0.000238629981
434	0.0002384259058
435	0.0002379247568
436	0.0002372331683
437	0.0002366962768
438	0.000235753919
439	0.0002355726645
440	0.0002352345789
441	0.0002349217545
442	0.0002344316797
443	0.0002340078501
444	0.0002335913147
445	0.0002331884833
446	0.0002327952255
447	0.0002325559951
448	0.0002325017921
449	0.0002319748037
450	0.0002317841465
451	0.0002311904751
452	0.0002310059351
453	0.0002305943596
454	0.0002305716933
455	0.0002303742869
456	0.0002300295874
457	0.0002296589603
458	0.0002290776546
459	0.0002288214428
460	0.0002286623995
461	0.0002283820737
462	0.0002279427734
463	0.0002277275558
464	0.0002273645175
465	0.0002270907862
466	0.0002267376006
467	0.000226493119
468	0.0002259824119
469	0.0002255412938
470	0.0002252694702
471	0.0002248242387
472	0.0002245192923
473	0.0002240546449
474	0.000223429244
475	0.0002231911796
476	0.000222945058
477	0.0002225066849
478	0.0002222884464
479	0.0002221777433
480	0.000221658365
481	0.0002214002006
482	0.000220880402
483	0.0002204161647
484	0.0002200322937
485	0.0002199619835
486	0.0002198427258
487	0.0002193273509
488	0.0002188867992
489	0.0002183534028
490	0.0002179383274
491	0.0002177678297
492	0.000217139192
493	0.0002169102779
494	0.0002166404233
495	0.0002161458675
496	0.0002158208881
497	0.0002157896725
498	0.000215666174
499	0.0002152018614
